"","ID","feature_id","FirstID.x","Area_m2","East_Poly","North_Poly","Ring_Oval","Area_ha","Order","FID_1","FirstID.y","SecondID","ThirdID","FourthID","FifthID","SixithID","SeventhID","CU_n","East","North","Unit","Site","Subsite","Area_m2_Pts","Area_ha_Pts","Time","PreXM_taq","NewPoly","Pct_XM_Ceramics","CerAbund","Wrong.a","Notes.a","Func1","Func1_d","Func2","Func2_d","Arch1","Arch1_d","Arch2","Arch2_d","H2020_1","H2020_2","H2020_3","H2020_Wkshp","Ang_Func","Ang_Func_d","Ang_Pop_calc","Ang_Area_m2","Ang_HH1","Ang_perHHArea","Ang_Incl","AnnieNew","Small","SmallGroup","Flag_AptCompClass","ReclassAng","ReclassAng_notes","ReclassH2020","ReclassH2020_notes","ClassBy","XM_c","XM_f","XM_d","XM_group_c","XM_group_f","XM_group_d","XM_macro_c","XM_macro_f","XM_macro_d","XM_DwellingUnits","XM_Pop","Unoccu","Flag","Flag_notes","Flag_code","AnnieRev","AnnieRev_Notes","Ring_Circle","StatusDiff","Workshop","Include","DELETE","DELETE_notes","OffMap","NoColUnit","Notes","XM_OB_bi","XM_Low_bi","XM_IM_bi","XM_UncertStat_bi","XM_High_bi","XM_PlatOther_bi","XM_Altar_bi","XM_PlatformRelig_bi","XM_Religious_bi","XM_ProbTemple_bi","XM_Civic_bi","XM_AoD_bi","XM_Plaza_bi","XM_Other_bi","XM_Unk_bi","XM_Unoccu_bi","XM_grp_OB_bi","XM_grp_Low_bi","XM_grp_IM_bi","XM_grp_UncertStat_bi","XM_grp_High_bi","XM_grp_DomPlat_bi","XM_grp_CCFeat_bi","XM_grp_AoD_bi","XM_grp_Plaza_bi","XM_grp_Other_bi","XM_grp_Unk_bi","XM_grp_Unoccu_bi","XM_macro_OB_bi","XM_macro_DStr_bi","XM_macro_DomPlat_bi","XM_macro_CCFeatO_bi","XM_macro_Unk_bi","XM_macro_Unoccu_bi","XM_Pop_Low","XM_Area_Low","XM_Pop_IM","XM_Area_IM","XM_Pop_High","XM_Area_High","XM_Pop_UncertStat","XM_Area_UncertStat","XM_Area_CCFeat","XM_Area_CCFeatO","XM_Area_DStr","XM_Area_OB","XM_Area_Unoccu","XM_Area_DomPlat","XM_Area_Unk","DistLine","InvDistLine","AreaPerPerson","Wealth_Pop","Wealth_Area","PropVal_DStr_InvDist","PropVal_HH_InvDist","PropVal_DStr_InvDistClass","PropVal_HH_InvDistClass"
"236",213,"213","4440",2358.604,515760.7131,2175921.892,3,0.2358604,1598,213,4440,NA,NA,NA,NA,NA,NA,1,515760.7131,2175921.892,"S1E1","29","NONE",2358.604,0.2358604,"",0,0,0.090909091,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",61.01634289,2674,8,334,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.272907801,70.54720567,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.54720567,2358.604,0,0,0,0,0,0,2358.604,0,0,0,0,1336.27427551675,0.000748349360847564,43.82432,3091.68331638789,103364.21644928,1.76505979589251,0.242689697736828,77.352545314328,10.635710974322
"237",214,"214","4424",1396.954,515753.2757,2175862.919,3,0.1396954,1599,214,4424,NA,NA,NA,NA,NA,NA,1,515753.2757,2175862.919,"S1E1","14","NONE",1396.954,0.1396954,"",0,0,0.032258065,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",36.41813136,1596,5,319,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.307597903,41.78369966,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.78369966,1396.954,0,0,0,0,0,0,1396.954,0,0,0,0,1395.3494028509,0.000716666376146975,43.82432,1831.14222468373,61220.55912128,1.00114996082402,0.232414905793964,43.8747162511394,10.1854252042845
"238",215,"215","4422",441.472,515750.8462,2175823.252,3,0.0441472,1600,215,4422,NA,NA,NA,NA,NA,NA,1,515750.8462,2175823.252,"S1E1","12","NONE",441.472,0.0441472,"",0,0,0.028571429,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",11.4320074,501,2,250,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.361307431,13.20468208,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.20468208,441.472,0,0,0,0,0,0,441.472,0,0,0,0,1434.51518028317,0.000697099629020727,43.82432,578.686212972186,19347.21019904,0.307749967423038,0.226069409756302,13.4869330523368,9.90733815537132
"239",216,"216","4427",2841.781,515838.7516,2175815.821,3,0.2841781,1601,216,4427,NA,NA,NA,NA,NA,NA,1,515838.7516,2175815.821,"S1E1","17","NONE",2841.781,0.2841781,"",0,0,0.128205128,6,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",73.52081406,3222,10,322,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",8.762815294,84.99930836,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.99930836,2841.781,0,0,0,0,0,0,2841.781,0,0,0,0,1424.45580148613,0.000702022483924528,43.82432,3725.03688934732,124539.11991392,1.99499415638953,0.227665891549206,87.4292623077447,9.9773028843377
"240",217,"217","4420",467.713,515823.0665,2175777.068,3,0.0467713,1602,217,4420,NA,NA,NA,NA,NA,NA,1,515823.0665,2175777.068,"S1E1","10","NONE",467.713,0.0467713,"",0,0,0.022727273,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",12.09374036,530,2,265,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.44222325,13.98956553,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.98956553,467.713,0,0,0,0,0,0,467.713,0,0,0,0,1465.31233233621,0.000682448361303053,43.82432,613.08319644769,20497.20418016,0.319189970410135,0.22131800358241,13.9882834040443,9.69911101075667
"241",218,"218","4417",921.541,515910.0815,2175722.183,4,0.0921541,1603,218,4417,NA,NA,NA,NA,NA,NA,1,515910.0815,2175722.183,"S1E1","7","NONE",921.541,0.0921541,"",0,0,0.037735849,-1,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",23.84520506,1045,3,348,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.841631206,27.5638227,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.5638227,921.541,0,0,0,0,0,0,921.541,0,0,0,0,1507.31104941306,0.000663433072018808,43.82432,1207.96578642806,40385.90767712,0.611380776621284,0.215151345230998,26.7933467964997,9.42886140183374
"242",219,"219","4421",3150.517,515761.7232,2175765.598,3,0.3150517,1604,219,4421,NA,NA,NA,NA,NA,NA,1,515761.7232,2175765.598,"S1E1","11","NONE",3150.517,0.3150517,"",0,0,0.127572016,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",81.50724638,3572,11,325,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",9.714822695,94.23378014,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.23378014,3150.517,0,0,0,0,0,0,3150.517,0,0,0,0,1488.3784586779,0.000671872126453836,43.82432,4129.731335665,138069.26517344,2.11674455621896,0.217888130609774,92.7648907899977,9.54879916004454
"243",220,"220","4426",438.39,515785.2773,2175710.265,4,0.043839,1605,220,4426,NA,NA,NA,NA,NA,NA,1,515785.2773,2175710.265,"S1E1","16","NONE",438.39,0.043839,"",0,0,0.121212121,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",11.34073389,497,2,248,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.351803885,13.11249769,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.11249769,438.39,0,0,0,0,0,0,438.39,0,0,0,0,1537.8632094008,0.000650252892381522,43.82432,574.646294765821,19212.1436448,0.285064365491136,0.210877013044785,12.4927519738805,9.24154170031882
"244",221,"221","4479",623.635,516013.1266,2175553.972,4,0.0623635,1606,221,4479,NA,NA,NA,NA,NA,NA,1,516013.1266,2175553.972,"S2E1","31","NONE",623.635,0.0623635,"",0,0,0.243902439,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",16.13259328,707,2,354,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.92301881,18.65328245,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.65328245,623.635,0,0,0,0,0,0,623.635,0,0,0,0,1667.49083993423,0.000599703444271658,43.82432,817.467419139184,27330.3798032,0.373996057468355,0.194483826951415,16.3901229012316,8.52312146714342
"245",222,"222","4478",450.747,516057.4818,2175518.582,4,0.0450747,1607,222,4478,NA,NA,NA,NA,NA,NA,1,516057.4818,2175518.582,"S2E1","30","NONE",450.747,0.0450747,"",0,0,0.123287671,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",11.66019118,511,2,256,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.389907493,13.48210268,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.48210268,450.747,0,0,0,0,0,0,450.747,0,0,0,0,1701.77562453065,0.000587621532230962,43.82432,590.843982121178,19753.68076704,0.264868642788509,0.190565662910999,11.6076881595293,8.35141059242374
"246",223,"223","4453",1614.672,515996.6701,2175483.199,4,0.1614672,1608,223,4453,NA,NA,NA,NA,NA,NA,1,515996.6701,2175483.199,"S2E1","5","NONE",1614.672,0.1614672,"",0,0,0.050632911,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",41.7804502,1831,6,305,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.978945421,48.29577058,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.29577058,1614.672,0,0,0,0,0,0,1614.672,0,0,0,0,1738.89559430698,0.000575077654618212,43.82432,2116.52930454451,70761.90242304,0.928561786737697,0.186497683389186,40.6935888817646,8.17313415610639
"247",224,"224","4452",6286.297,515866.4415,2175482.366,4,0.6286297,1609,224,4452,NA,NA,NA,NA,NA,NA,1,515866.4415,2175482.366,"S2E1","4","N",6286.297,0.6286297,"",0,0,0.038167939,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",162.6265803,7127,22,324,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",19.3842029,188.0267681,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,188.0267681,6286.297,0,0,0,0,0,0,6286.297,0,0,0,0,1750.56429534246,0.000571244371121125,43.82432,8240.14525378019,275492.69134304,3.59101177644562,0.18525454954073,157.373649214721,8.11865466052881
"248",225,"225","4451",1885.012,515832.2949,2175418.833,4,0.1885012,1610,225,4451,NA,NA,NA,NA,NA,NA,1,515832.2949,2175418.833,"S2E1","4","NONE",1885.012,0.1885012,"",0,0,0.041666667,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",48.76287388,2137,7,305,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",5.812556275,56.38179587,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56.38179587,1885.012,0,0,0,0,0,0,1885.012,0,0,0,0,1817.92978706632,0.000550076249981992,43.82432,2470.89386438156,82609.36909184,1.03690033213105,0.178389727870816,45.4414519634176,7.81780851892356
"249",226,"226","4451",1762.758,515874.0499,2175408.815,4,0.1762758,1611,226,4451,NA,NA,NA,NA,NA,NA,1,515874.0499,2175408.815,"S2E1","4","NONE",1762.758,0.1762758,"",0,0,0.041666667,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",45.59111933,1998,6,333,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",5.435578168,52.72510823,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.72510823,1762.758,0,0,0,0,0,0,1762.758,0,0,0,0,1822.74228713889,0.000548623909729813,43.82432,2310.64201510615,77251.67067456,0.967091185867507,0.177918733937248,42.3821135986371,7.79716753006082
"250",227,"227","4471",800.227,515767.7151,2175563.215,4,0.0800227,1612,227,4471,NA,NA,NA,NA,NA,NA,1,515767.7151,2175563.215,"S2E1","23","NONE",800.227,0.0800227,"",0,0,0.104477612,4,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",20.69626889,907,3,302,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.46755165,23.935251,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.935251,800.227,0,0,0,0,0,0,800.227,0,0,0,0,1685.61054744199,0.000593256847803637,43.82432,1048.94609910432,35069.40412064,0.474740147547361,0.192393195719879,20.8051641429628,8.43150097505062
"251",228,"228","4468",2536.294,515746.2391,2175507.068,4,0.2536294,1613,228,4468,NA,NA,NA,NA,NA,NA,1,515746.2391,2175507.068,"S2E1","19","NONE",2536.294,0.2536294,"",0,0,0.196428571,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",65.62565526,2876,9,320,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.820826395,75.86201603,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.86201603,2536.294,0,0,0,0,0,0,2536.294,0,0,0,0,1744.77685926326,0.000573139192379165,43.82432,3324.60126634385,111151.35987008,1.45364949479612,0.185869040096002,63.7052006277836,8.14558429126001
"252",229,"229","4465",2765.291,515722.7565,2175382.081,4,0.2765291,1614,229,4465,NA,NA,NA,NA,NA,NA,1,515722.7565,2175382.081,"S2E1","16","NONE",2765.291,0.2765291,"",0,0,0.184210526,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",71.53561517,3135,10,314,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",8.526953438,82.71144835,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.71144835,2765.291,0,0,0,0,0,0,2765.291,0,0,0,0,1871.94866773294,0.000534202682604043,43.82432,3624.77298015387,121186.99767712,1.47722587038082,0.173241929972037,64.7384192558475,7.59220977651215
"253",230,"230","4466",1044.772,515710.0871,2175320.372,4,0.1044772,1615,230,4466,NA,NA,NA,NA,NA,NA,1,515710.0871,2175320.372,"S2E1","17","NONE",1044.772,0.1044772,"",0,0,0.16,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",27.01695961,1184,4,296,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.221621955,31.24973296,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.24973296,1044.772,0,0,0,0,0,0,1044.772,0,0,0,0,1934.9405546189,0.000516811742672351,43.82432,1369.49829715359,45786.42245504,0.539950438015277,0.167602048147601,23.6629607797217,7.34504579067586
"254",231,"231","4482",187.714,515938.8092,2175307.791,4,0.0187714,1616,231,4482,NA,NA,NA,NA,NA,NA,1,515938.8092,2175307.791,"S2E1","L 1","NONE",187.714,0.0187714,"",0,0,0.082352941,2,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",4.860314524,213,1,213,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",0.578828245,5.614633981,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.614633981,187.714,0,0,0,0,0,0,187.714,0,0,0,0,1917.42724229531,0.000521532174959046,43.82432,246.057516266218,8226.43840448,0.0978988906902623,0.169132884471217,4.29035231325508,7.41213365158965
"255",232,"232","4455",1271.521,515979.4245,2175231.514,4,0.1271521,1617,232,4455,NA,NA,NA,NA,NA,NA,1,515979.4245,2175231.514,"S2E1","7","NONE",1271.521,0.1271521,"",0,0,0.111111111,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",32.90410114,1442,4,360,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.920817145,38.0319263,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.0319263,1271.521,0,0,0,0,0,0,1271.521,0,0,0,0,1991.11522115203,0.000502231106154377,43.82432,1666.72330838762,55723.54319072,0.638597398328519,0.162873547710045,27.9860967355165,7.13782247438027
"256",233,"233","4456",2181.458,515957.8367,2175179.978,5,0.2181458,1618,233,4456,NA,NA,NA,NA,NA,NA,1,515957.8367,2175179.978,"S2E1","8","NONE",2181.458,0.2181458,"",0,0,0.069892473,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",56.42984891,2473,8,309,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.726666667,65.24866667,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.24866667,2181.458,0,0,0,0,0,0,2181.458,0,0,0,0,2043.73376230227,0.000489300523603182,43.82432,2859.47844771941,95600.91345856,1.06738854161835,0.158680159796649,46.7775770122159,6.95405010057946
"257",234,"234","4459",1979.907,515743.7438,2175193.654,5,0.1979907,1619,234,4459,NA,NA,NA,NA,NA,NA,1,515743.7438,2175193.654,"S2E1","11","E",1979.907,0.1979907,"",0,0,0.105263158,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",51.22725871,2245,7,321,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.105171138,59.22016004,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.22016004,1979.907,0,0,0,0,0,0,1979.907,0,0,0,0,2053.77698947494,0.00048690778264862,43.82432,2595.28324404417,86768.07793824,0.964032127220482,0.157904193908689,42.2480524335911,6.92004392319642
"258",235,"235","4462",1468.244,515623.7517,2175263.559,5,0.1468244,1620,235,4462,NA,NA,NA,NA,NA,NA,1,515623.7517,2175263.559,"S2E1","13","NONE",1468.244,0.1468244,"",0,0,0.304347826,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",37.99259944,1665,5,333,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.527425224,43.91602467,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43.91602467,1468.244,0,0,0,0,0,0,1468.244,0,0,0,0,2008.4492825768,0.000497896565611565,43.82432,1924.58991826597,64344.79489408,0.731033645079787,0.161467856212082,32.037052392743,7.07621900035229
"259",236,"236","4516",796.339,515883.8406,2174869.09,5,0.0796339,1621,236,4516,NA,NA,NA,NA,NA,NA,1,515883.8406,2174869.09,"S3E1","27","NONE",796.339,0.0796339,"",0,0,0.121212121,2,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",20.60499537,903,3,301,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.455562751,23.81895868,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.81895868,796.339,0,0,0,0,0,0,796.339,0,0,0,0,2359.06103494887,0.000423897468181307,43.82432,1043.8496672591,34899.01516448,0.337566085914034,0.137469948905425,14.7936041702441,6.02452703121498
"260",237,"237","4515",661.968,515843.1771,2174882.122,5,0.0661968,1622,237,4515,NA,NA,NA,NA,NA,NA,1,515843.1771,2174882.122,"S3E1","26","NONE",661.968,0.0661968,"",0,0,0.073529412,4,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",17.11378353,750,2,375,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.041221092,19.79984459,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.79984459,661.968,0,0,0,0,0,0,661.968,0,0,0,0,2349.76689091668,0.000425574129870341,43.82432,867.714725262429,29010.29746176,0.28171645560201,0.13801369028868,12.3460320995683,6.04835612759202
